player_name,url,position,shoots,height,weight_lb,weight_kg,height_cm,birthdate,birthplace,college,high_school,draft,nba_debut,games,points,rebounds,assists,fg_percentage,fg3_percentage,ft_percentage,efg_percentage
Jamison Battle,https://www.basketball-reference.com/players/b/battlja01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,Robb,,"DeLaSalle in Minneapolis, Minnesota",,"October 23, 2024",28,6.0,1.9,1.0,47.6,,85.7,63.3
John Battle,https://www.basketball-reference.com/players/b/battljo01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Wash,Rutgers University,"McKinley in Washington, District of Columbia","Atlanta Hawks, 4th round (14th pick, 84th overall), 1985 NBA Draft","October 26, 1985",612,8.7,1.3,2.1,46.4,,79.3,47.1
Kenny Battle,https://www.basketball-reference.com/players/b/battlke01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Aurora, Ill",,"West Aurora in Aurora, Illinois","Detroit Pistons, 1st round (27th pick, 27th overall), 1989 NBA Draft","November 3, 1989",134,4.7,2.4,0.8,50.4,,72.5,50.8
Dave Batton,https://www.basketball-reference.com/players/b/battoda01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Baltimore, Maryland
us",Notre Dame,"Springfield in Springfield, Pennsylvania","New Jersey Nets, 3rd round (18th pick, 62nd overall), 1978 NBA Draft","October 30, 1982",58,3.2,2.1,0.6,44.8,,47.1,44.8
Lloyd Batts,https://www.basketball-reference.com/players/b/battsll01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Cincinnati,"Thornton Township in Harvey, Illinois","Kansas City-Omaha Kings, 4th round (6th pick, 60th overall), 1974 NBA Draft",,58,10.3,3.4,1.8,36.6,,61.7,39.7
Nicolas Batum,https://www.basketball-reference.com/players/b/batumni01.html,"Small Forward, Power Forward, and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward, Power Forward, and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Lisieux, France
fr",,,"Houston Rockets, 1st round (25th pick, 25th overall), 2008 NBA Draft","October 28, 2008",1083,10.2,4.9,3.2,43.6,,83.1,53.0
Johnny Baum,https://www.basketball-reference.com/players/b/baumjo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",,"West Philadelphia in Philadelphia, Pennsylvania","Los Angeles Lakers, 15th round (6th pick, 187th overall), 1968 NBA Draft, and Chicago Bulls, 2nd round (8th pick, 23rd overall), 1969 NBA Draft","October 17, 1969 ▪ ABA Debut: December 3, 1971",244,6.1,2.7,0.6,48.0,,75.8,48.0
Frankie Baumholtz,https://www.basketball-reference.com/players/b/baumhfr01.html,"Guard


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Guard


  
  ▪
  
  
  
  
  Left",,,,,,"Midvale, Ohio
us",Ohio University,"Midvale in Midvale, Ohio",,"November 3, 1946",45,14.0,-,1.2,29.8,,77.6,
Lonny Baxter,https://www.basketball-reference.com/players/b/baxtelo01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,Silver Spr,Maryland,,"Chicago Bulls, 2nd round (15th pick, 44th overall), 2002 NBA Draft","November 1, 2002",162,3.9,2.9,0.2,46.6,,65.7,46.7
Jerryd Bayless,https://www.basketball-reference.com/players/b/bayleje01.html,"Point Guard and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Phoenix, Arizona
us",Arizona,"Saint Mary's in Phoenix, Arizona","Indiana Pacers, 1st round (11th pick, 11th overall), 2008 NBA Draft","October 28, 2008",586,8.4,2.1,2.9,41.1,,81.8,47.1
Elgin Baylor,https://www.basketball-reference.com/players/b/bayloel01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,Wash,,,"Minneapolis Lakers, 14th round (2nd pick, 91st overall), 1956 NBA Draft, and Minneapolis Lakers, 1st round (1st pick, 1st overall), 1958 NBA Draft","October 22, 1958",846,27.4,13.5,4.3,43.1,,78.0,
Howard Bayne,https://www.basketball-reference.com/players/b/bayneho01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Dayton, Ohio
us",Tennessee,,"Baltimore Bullets, 15th round (2nd pick, 107th overall), 1966 NBA Draft",,69,4.9,6.6,1.0,36.0,,53.8,36.1
Aron Baynes,https://www.basketball-reference.com/players/b/baynear01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Gisborne, New Zealand
nz",Washington State,,,"January 25, 2013",522,6.0,4.6,0.8,48.9,,79.4,51.1
Sergei Bazarevich,https://www.basketball-reference.com/players/b/bazarse01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Moscow, Russia
ru",,,,"November 9, 1994",10,3.0,0.7,1.4,50.0,,77.8,52.3
Kent Bazemore,https://www.basketball-reference.com/players/b/bazemke01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Kelford, North Carol",Old Dominion,"Bertie in Windsor, North Carolina",,"November 9, 2012",657,8.2,3.2,1.8,41.3,,72.4,48.8
Darius Bazley,https://www.basketball-reference.com/players/b/bazleda01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Left",,,,,,"Boston, Massachusetts
us",,"Princeton in Sharonville, Ohio","Utah Jazz, 1st round (23rd pick, 23rd overall), 2019 NBA Draft","October 23, 2019",237,8.9,5.2,1.2,41.4,,67.7,47.6
Ed Beach,https://www.basketball-reference.com/players/b/beached01.html,"Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Elizabeth, New Jersey
us",West Virginia,"Thomas Jefferson in Elizabeth, New Jersey","Minneapolis Lakers, 5th round (11th pick, 59th overall), 1950 NBA Draft","November 1, 1950",12,1.8,2.1,0.3,21.1,,66.7,
Bradley Beal,https://www.basketball-reference.com/players/b/bealbr01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"St. Louis, Missouri
us",Florida,"Chaminade College Prep in St. Louis, Missouri","Washington Wizards, 1st round (3rd pick, 3rd overall), 2012 NBA Draft","October 30, 2012",767,21.8,4.1,4.3,46.4,,82.1,52.6
Al Beard,https://www.basketball-reference.com/players/b/beardal01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Fort Valley, Georgia
us",Norfolk State,"H.A. Hunt in Fort Valley, Georgia",,,12,2.5,3.8,0.0,52.2,,54.5,52.2
Butch Beard,https://www.basketball-reference.com/players/b/beardbu01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Hard,Louisville,"Breckenridge County in Hardinsburg, Kentucky","Atlanta Hawks, 1st round (10th pick, 10th overall), 1969 NBA Draft","October 15, 1969",605,9.3,3.4,3.6,48.7,,77.1,
Ralph Beard,https://www.basketball-reference.com/players/b/beardra01.html,"Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard


  
  ▪
  
  
  
  
  Right",,,,,,Hard,Kentucky,"Male in Louisville, Kentucky","Chicago Stags, 1st round (10th pick, 10th overall), 1949 BAA Draft","November 1, 1949",126,15.9,3.8,4.4,36.6,,77.0,
Charlie Beasley,https://www.basketball-reference.com/players/b/beaslch01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Shawnee, Oklahoma
us",SMU,"Fair Park in Shreveport, Louisiana","Cincinnati Royals, 7th round (7th pick, 74th overall), 1967 NBA Draft",,281,9.4,2.5,3.1,45.6,,86.4,46.3
Jerome Beasley,https://www.basketball-reference.com/players/b/beaslje01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Compton, California
us",,"Moreno Valley in Moreno Valley, California","Miami Heat, 2nd round (4th pick, 33rd overall), 2003 NBA Draft","October 29, 2003",2,1.0,0.5,0.0,33.3,,-,33.3
John Beasley,https://www.basketball-reference.com/players/b/beasljo01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,"Texarkana, Texas
us",Texas A&M,"Linden-Kildare in Kildare, Texas","Baltimore Bullets, 5th round (5th pick, 45th overall), 1966 NBA Draft",,506,13.7,8.4,1.2,49.1,,83.1,49.9
Malik Beasley,https://www.basketball-reference.com/players/b/beaslma01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Atlanta, Georgia
us",Florida State,"St. Francis in Alpharetta, Georgia","Denver Nuggets, 1st round (19th pick, 19th overall), 2016 NBA Draft","November 5, 2016",527,11.2,2.8,1.3,42.6,,79.2,55.0
Michael Beasley,https://www.basketball-reference.com/players/b/beaslmi01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Left","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Left",,,,,,"Cheverly, Maryland
us",Kansas State,"Notre Dame Prep in Fitchburg, Massachusetts","Miami Heat, 1st round (2nd pick, 2nd overall), 2008 NBA Draft","October 29, 2008",609,12.4,4.7,1.3,46.5,,75.9,48.7
Zelmo Beaty,https://www.basketball-reference.com/players/b/beatyze01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Hillister, Texas
us",Prairie View A&M University,"Woodville in Woodville, Texas","St. Louis Hawks, 1st round (3rd pick, 3rd overall), 1962 NBA Draft","October 20, 1962 ▪ ABA Debut: October 14, 1970",889,17.1,10.9,1.5,49.4,,77.1,49.4
Rodrigue Beaubois,https://www.basketball-reference.com/players/b/beaubro01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,Po,,,"Oklahoma City Thunder, 1st round (25th pick, 25th overall), 2009 NBA Draft","October 30, 2009",182,7.1,1.9,2.1,43.9,,81.0,49.6
MarJon Beauchamp,https://www.basketball-reference.com/players/b/beaucma01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Yakima, Wash",Yakima Valley Community College,,"Milwaukee Bucks, 1st round (24th pick, 24th overall), 2022 NBA Draft","October 22, 2022",114,4.4,2.0,0.6,43.2,,71.8,52.4
Byron Beck,https://www.basketball-reference.com/players/b/beckby01.html,"Center and Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center and Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Ellensburg, Wash",,"Kittitas in Ellensburg, Washington","Chicago Bulls, 2nd round (3rd pick, 15th overall), 1967 NBA Draft","October 22, 1976 ▪ ABA Debut: October 15, 1967",747,11.5,7.0,1.3,50.5,,81.1,50.5
Corey Beck,https://www.basketball-reference.com/players/b/beckco01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Memphis, Tennessee
us",,"Fairley in Memphis, Tennessee",,"December 23, 1995",88,2.7,1.4,1.4,45.1,,68.4,45.9
Ernie Beck,https://www.basketball-reference.com/players/b/becker01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Philadelphia, Pennsylvania
us",Penn,"West Catholic in Philadelphia, Pennsylvania","Philadelphia Warriors, 1st round (1st pick, 1st overall), 1953 NBA Draft (territorial selection)","October 31, 1953",371,6.3,3.2,1.8,38.3,,76.2,
Art Becker,https://www.basketball-reference.com/players/b/beckear01.html,"Power Forward and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Akron, Ohio
us",Arizona State,"Camelback in Phoenix, Arizona","St. Louis Hawks, 3rd round (6th pick, 24th overall), 1964 NBA Draft",,414,12.5,6.3,1.0,48.0,,83.5,48.1
Moe Becker,https://www.basketball-reference.com/players/b/beckemo01.html,"Guard/Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Guard/Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Pittsburgh, Pennsylvania
us",Duquesne,"Fifth Avenue in Pittsburgh, Pennsylvania",,"November 2, 1946",43,3.8,-,0.7,19.6,,50.0,
Bob Bedell,https://www.basketball-reference.com/players/b/bedelbo01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Los Angeles, California
us",Stanford,"Bell Gardens in Bell Gardens, California","Philadelphia 76ers, 10th round (6th pick, 90th overall), 1966 NBA Draft",,269,8.4,5.2,1.2,42.3,,77.4,42.6
William Bedford,https://www.basketball-reference.com/players/b/bedfowi01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Memphis, Tennessee
us",Memphis,"Melrose in Memphis, Tennessee","Phoenix Suns, 1st round (6th pick, 6th overall), 1986 NBA Draft","November 28, 1986",238,4.1,2.4,0.5,41.6,,60.5,41.9
Reece Beekman,https://www.basketball-reference.com/players/b/beekmre01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Milwaukee, Wiscons",Virginia,"Scotlandville Magnet in Baton Rouge, Louisiana",,"October 29, 2024",5,0.4,0.2,0.2,100.0,,-,100.0
Hank Beenders,https://www.basketball-reference.com/players/b/beendha01.html,"Center/Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center/Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Haarlem, Netherlands
nl",Long Island University,"North Plainfield in North Plainfield, New Jersey",,,111,8.4,-,0.5,26.5,,68.7,
Ron Behagen,https://www.basketball-reference.com/players/b/behagro01.html,"Power Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward


  
  ▪
  
  
  
  
  Right",,,,,,"New York, New York
us",Minnesota,"DeWitt Clinton in Bronx, New York","Kansas City-Omaha Kings, 1st round (7th pick, 7th overall), 1973 NBA Draft","October 10, 1973",388,10.3,7.0,1.6,42.5,,75.4,42.5
Elmer Behnke,https://www.basketball-reference.com/players/b/behnkel01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,Elg,Bradley,"Marengo in Marengo, Illinois","Rochester Royals, 4th round (8th pick, 38th overall), 1951 NBA Draft","November 3, 1951",4,4.0,4.3,1.0,27.3,,57.1,
Marco Belinelli,https://www.basketball-reference.com/players/b/belinma01.html,"Shooting Guard and Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard and Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,San Giovanni,,,"Golden State Warriors, 1st round (18th pick, 18th overall), 2007 NBA Draft","October 30, 2007",860,9.7,2.1,1.7,42.4,,84.6,51.1
Charlie Bell,https://www.basketball-reference.com/players/b/bellch01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,Fl,Michigan State,"Flint Southwestern Academy in Flint, Michigan",,"October 30, 2001",376,8.5,2.2,2.3,41.2,,76.9,48.8
Dennis Bell,https://www.basketball-reference.com/players/b/bellde01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,C,Drake University,"Wyoming in Wyoming, Ohio","New York Knicks, 5th round (14th pick, 83rd overall), 1973 NBA Draft","October 13, 1973",63,2.8,1.9,0.4,37.4,,53.5,
Jordan Bell,https://www.basketball-reference.com/players/b/belljo01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"Los Angeles, California
us",Oregon,"Long Beach Polytechnic in Long Beach, California","Chicago Bulls, 2nd round (8th pick, 38th overall), 2017 NBA Draft","October 17, 2017",161,3.7,3.1,1.2,55.2,,63.6,55.6
Raja Bell,https://www.basketball-reference.com/players/b/bellra01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"St. Croix, U.S. Virg",,"Miami Killian in Miami, Florida",,"April 6, 2001",706,9.9,2.8,1.7,43.4,,79.9,51.4
Troy Bell,https://www.basketball-reference.com/players/b/belltr01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,M,Boston College,"Academy of Holy Angels in Richfield, Minnesota","Boston Celtics, 1st round (16th pick, 16th overall), 2003 NBA Draft","December 13, 2003",6,1.8,0.7,0.7,22.2,,100.0,22.2
Whitey Bell,https://www.basketball-reference.com/players/b/bellwh01.html,"Point Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Point Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Monticello, Kentucky
us",NC State,"Warsaw Community in Warsaw, Indiana",,"January 12, 1960",36,5.1,2.6,1.6,37.9,,63.0,
Walt Bellamy,https://www.basketball-reference.com/players/b/bellawa01.html,"Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Center


  
  ▪
  
  
  
  
  Right",,,,,,"New Bern, North Carol",Indiana,"J.T. Barber in New Bern, North Carolina","Chicago Packers, 1st round (1st pick, 1st overall), 1961 NBA Draft","October 19, 1961",1043,20.1,13.7,2.4,51.6,,63.2,
DeAndre' Bembry,https://www.basketball-reference.com/players/b/bembrde01.html,"Small Forward and Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward and Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Charlotte, North Carol",Saint Joseph's,"The Patrick School in Hillside, New Jersey","Atlanta Hawks, 1st round (21st pick, 21st overall), 2016 NBA Draft","October 27, 2016",296,5.9,3.2,1.8,47.4,,61.1,50.9
Irv Bemoras,https://www.basketball-reference.com/players/b/bemorir01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Chicago, Ill",Illinois,"Marshall in Chicago, Illinois","Milwaukee Hawks, 3rd round, 1953 NBA Draft","October 30, 1953",131,6.3,2.6,1.0,34.7,,67.2,
Leon Benbow,https://www.basketball-reference.com/players/b/benbole01.html,"Shooting Guard


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Shooting Guard


  
  ▪
  
  
  
  
  Right",,,,,,"Columbia, South Carol",Jacksonville University,"Booker T. Washington in Columbia, South Carolina","Chicago Bulls, 2nd round (9th pick, 27th overall), 1974 NBA Draft","October 18, 1974",115,5.5,1.9,1.6,39.4,,75.9,
Dragan Bender,https://www.basketball-reference.com/players/b/bendedr01.html,"Power Forward and Center


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Power Forward and Center


  
  ▪
  
  
  
  
  Right",,,,,,Caplj,,,"Phoenix Suns, 1st round (4th pick, 4th overall), 2016 NBA Draft","October 26, 2016",187,5.4,3.9,1.3,39.9,,65.4,49.7
Jonathan Bender,https://www.basketball-reference.com/players/b/bendejo01.html,"Small Forward


  
  ▪
  
  
  Shoots:
  
  Right","Position:
  
  Small Forward


  
  ▪
  
  
  
  
  Right",,,,,,"Picayune, Mississippi
us",,"Picayune Memorial in Picayune, Mississippi","Toronto Raptors, 1st round (5th pick, 5th overall), 1999 NBA Draft","December 10, 1999",262,5.5,2.2,0.6,41.7,,76.3,45.8
